Position,field_pos,team_name,String Order,Player Number,First Name,Last Name,School year
NB,Defense,East Carolina Pirates,5th String,,,,
PT,Special Teams,East Carolina Pirates,5th String,,,,
PK,Special Teams,East Carolina Pirates,5th String,,,,
KO,Special Teams,East Carolina Pirates,5th String,,,,
LS,Special Teams,East Carolina Pirates,5th String,,,,
H,Special Teams,East Carolina Pirates,5th String,,,,
PR,Special Teams,East Carolina Pirates,5th String,,,,
KR,Special Teams,East Carolina Pirates,5th String,,,,
Reserves,Special Teams,East Carolina Pirates,5th String,,,,
RES,Special Teams,East Carolina Pirates,5th String,,,,
INJ,Special Teams,East Carolina Pirates,5th String,,,,
WR-X,Offense,Florida Atlantic Owls,1st String,19,Henry,Dominique,RS SO/TR
WR-Z,Offense,Florida Atlantic Owls,1st String,3,Platt,Jayshon,JR
WR-SL,Offense,Florida Atlantic Owls,1st String,10,Hayes,Omari,RS SO
LT,Offense,Florida Atlantic Owls,1st String,70,Lamar,"Sr.,",Malcolm GR/TR
LG,Offense,Florida Atlantic Owls,1st String,52,Church,Jadyn,RS FR
C,Offense,Florida Atlantic Owls,1st String,64,Maranges,Federico,RS SR
RG,Offense,Florida Atlantic Owls,1st String,67,Lamas,Andre,SR
RT,Offense,Florida Atlantic Owls,1st String,78,Richardson,Daughtry,RS SO/TR
TE,Offense,Florida Atlantic Owls,1st String,17,Sullivan,Wyatt,RS SO
QB,Offense,Florida Atlantic Owls,1st String,1,Fancher,Cam,RS JR/TR
RB,Offense,Florida Atlantic Owls,1st String,5,Campbell,"Jr.,",CJ RS JR/TR
DE,Defense,Florida Atlantic Owls,1st String,49,Jones,Chris,SR
NT,Defense,Florida Atlantic Owls,1st String,97,Davis,Devonta,SR/TR
DT,Defense,Florida Atlantic Owls,1st String,18,Wheeler,Jaden,SR
RUSH,Defense,Florida Atlantic Owls,1st String,16,Ifeanyi,Chisom,GR/TR
MLB,Defense,Florida Atlantic Owls,1st String,3,Williams,Eddie,GR
WLB,Defense,Florida Atlantic Owls,1st String,43,Ambush,Jackson,GR/TR
LCB,Defense,Florida Atlantic Owls,1st String,6,Hill,Daedae,SR/TR
SS,Defense,Florida Atlantic Owls,1st String,5,Williams,Jayden,RS JR
FS,Defense,Florida Atlantic Owls,1st String,4,Dunnam,Phillip,JR/TR
RCB,Defense,Florida Atlantic Owls,1st String,11,Brown,Kahzir,SR/TR
NB,Defense,Florida Atlantic Owls,1st String,0,Philord,Wendol,GR/TR
PT,Special Teams,Florida Atlantic Owls,1st String,16,Lupo,Logan,RS JR/TR
PK,Special Teams,Florida Atlantic Owls,1st String,38,Suarez,Morgan,RS JR
KO,Special Teams,Florida Atlantic Owls,1st String,36,Davis,Carter,JR
LS,Special Teams,Florida Atlantic Owls,1st String,45,Marino,Nicholas,RS SR
H,Special Teams,Florida Atlantic Owls,1st String,39,Salmon,Nick,JR
PR,Special Teams,Florida Atlantic Owls,1st String,3,Platt,Jayshon,JR
KR,Special Teams,Florida Atlantic Owls,1st String,3,Platt,Jayshon,JR
Reserves,Special Teams,Florida Atlantic Owls,1st String,,,,
RES,Special Teams,Florida Atlantic Owls,1st String,,,,
INJ,Special Teams,Florida Atlantic Owls,1st String,4,Alexander,BJ,GR/TR
WR-X,Offense,Florida Atlantic Owls,2nd String,80,Young,Joseph,JR/TR
WR-Z,Offense,Florida Atlantic Owls,2nd String,7,Johnson,"III,",George GR/TR
WR-SL,Offense,Florida Atlantic Owls,2nd String,0,Tucker,Milan,RS SR/TR
LT,Offense,Florida Atlantic Owls,2nd String,15,Nonar,Ja'Kavion,RS SO/TR
LG,Offense,Florida Atlantic Owls,2nd String,74,Dubre,Ovie,RS FR
C,Offense,Florida Atlantic Owls,2nd String,62,King,Okino,RS SO
RG,Offense,Florida Atlantic Owls,2nd String,73,Atcavage,Alex,SR
RT,Offense,Florida Atlantic Owls,2nd String,55,Jean,Woody,RS JR/TR
TE,Offense,Florida Atlantic Owls,2nd String,48,Moore,Zeke,SO
QB,Offense,Florida Atlantic Owls,2nd String,8,Starks,Tyriq,RS JR/TR
RB,Offense,Florida Atlantic Owls,2nd String,2,Mobley,Zuberi,RS JR
DE,Defense,Florida Atlantic Owls,2nd String,2,Denaud,Wilky,RS FR/TR
NT,Defense,Florida Atlantic Owls,2nd String,50,Merrifield,Jacob,RS JR
DT,Defense,Florida Atlantic Owls,2nd String,7,Langston,Bryce,RS JR/TR
RUSH,Defense,Florida Atlantic Owls,2nd String,95,Bradley,Marlon,RS SR
MLB,Defense,Florida Atlantic Owls,2nd String,9,Tisdol,Desmond,GR/TR
WLB,Defense,Florida Atlantic Owls,2nd String,44,Jerrels,Jarrett,SR
LCB,Defense,Florida Atlantic Owls,2nd String,12,Goggins,Cameron,SO/TR
SS,Defense,Florida Atlantic Owls,2nd String,1,Heard,CJ,FR
FS,Defense,Florida Atlantic Owls,2nd String,20,Scott,Fabian,SO
RCB,Defense,Florida Atlantic Owls,2nd String,24,Antoine,"Jr.,",Michal SR/TR
NB,Defense,Florida Atlantic Owls,2nd String,26,Tooley,"III,",Chris SO
PT,Special Teams,Florida Atlantic Owls,2nd String,39,Salmon,Nick,JR
PK,Special Teams,Florida Atlantic Owls,2nd String,16,Lupo,Logan,RS JR/TR
KO,Special Teams,Florida Atlantic Owls,2nd String,16,Lupo,Logan,RS JR/TR
LS,Special Teams,Florida Atlantic Owls,2nd String,40,Whiting,Luke,RS FR/TR
H,Special Teams,Florida Atlantic Owls,2nd String,,,,
PR,Special Teams,Florida Atlantic Owls,2nd String,,,,
KR,Special Teams,Florida Atlantic Owls,2nd String,,,,
Reserves,Special Teams,Florida Atlantic Owls,2nd String,,,,
RES,Special Teams,Florida Atlantic Owls,2nd String,,,,
INJ,Special Teams,Florida Atlantic Owls,2nd String,8,Hudgens,Logic,RS JR/TR
WR-X,Offense,Florida Atlantic Owls,3rd String,11,Johnson,Marlyn,GR/TR
WR-Z,Offense,Florida Atlantic Owls,3rd String,,,,
WR-SL,Offense,Florida Atlantic Owls,3rd String,9,Coombs,Caleb,JR/TR
LT,Offense,Florida Atlantic Owls,3rd String,,,,
LG,Offense,Florida Atlantic Owls,3rd String,,,,
C,Offense,Florida Atlantic Owls,3rd String,,,,
RG,Offense,Florida Atlantic Owls,3rd String,,,,
RT,Offense,Florida Atlantic Owls,3rd String,,,,
TE,Offense,Florida Atlantic Owls,3rd String,18,Brantley,Kahlil,RS JR/TR
QB,Offense,Florida Atlantic Owls,3rd String,12,Weisman,Kasen,RS FR/TR
RB,Offense,Florida Atlantic Owls,3rd String,25,Terrell,Xavier,RS FR
DE,Defense,Florida Atlantic Owls,3rd String,,,,
NT,Defense,Florida Atlantic Owls,3rd String,99,Boyd,Prince,James GR/TR
DT,Defense,Florida Atlantic Owls,3rd String,92,Richardson,Kiemar,SR/TR
RUSH,Defense,Florida Atlantic Owls,3rd String,93,Brantley,"Jr.,",Eric RS FR/TR
MLB,Defense,Florida Atlantic Owls,3rd String,,,,
WLB,Defense,Florida Atlantic Owls,3rd String,,,,
LCB,Defense,Florida Atlantic Owls,3rd String,,,,
SS,Defense,Florida Atlantic Owls,3rd String,,,,
FS,Defense,Florida Atlantic Owls,3rd String,,,,
RCB,Defense,Florida Atlantic Owls,3rd String,,,,
NB,Defense,Florida Atlantic Owls,3rd String,,,,
PT,Special Teams,Florida Atlantic Owls,3rd String,,,,
PK,Special Teams,Florida Atlantic Owls,3rd String,,,,
KO,Special Teams,Florida Atlantic Owls,3rd String,,,,
LS,Special Teams,Florida Atlantic Owls,3rd String,,,,
H,Special Teams,Florida Atlantic Owls,3rd String,,,,
PR,Special Teams,Florida Atlantic Owls,3rd String,,,,
KR,Special Teams,Florida Atlantic Owls,3rd String,,,,
Reserves,Special Teams,Florida Atlantic Owls,3rd String,,,,
RES,Special Teams,Florida Atlantic Owls,3rd String,,,,
INJ,Special Teams,Florida Atlantic Owls,3rd String,,,,
WR-X,Offense,Florida Atlantic Owls,4th String,,,,
WR-Z,Offense,Florida Atlantic Owls,4th String,,,,
WR-SL,Offense,Florida Atlantic Owls,4th String,,,,
LT,Offense,Florida Atlantic Owls,4th String,,,,
LG,Offense,Florida Atlantic Owls,4th String,,,,
C,Offense,Florida Atlantic Owls,4th String,,,,
RG,Offense,Florida Atlantic Owls,4th String,,,,
RT,Offense,Florida Atlantic Owls,4th String,,,,
TE,Offense,Florida Atlantic Owls,4th String,,,,
QB,Offense,Florida Atlantic Owls,4th String,,,,
RB,Offense,Florida Atlantic Owls,4th String,,,,
DE,Defense,Florida Atlantic Owls,4th String,,,,
NT,Defense,Florida Atlantic Owls,4th String,,,,
DT,Defense,Florida Atlantic Owls,4th String,,,,
RUSH,Defense,Florida Atlantic Owls,4th String,,,,
MLB,Defense,Florida Atlantic Owls,4th String,,,,
WLB,Defense,Florida Atlantic Owls,4th String,,,,
LCB,Defense,Florida Atlantic Owls,4th String,,,,
SS,Defense,Florida Atlantic Owls,4th String,,,,
FS,Defense,Florida Atlantic Owls,4th String,,,,
RCB,Defense,Florida Atlantic Owls,4th String,,,,
NB,Defense,Florida Atlantic Owls,4th String,,,,
PT,Special Teams,Florida Atlantic Owls,4th String,,,,
PK,Special Teams,Florida Atlantic Owls,4th String,,,,
KO,Special Teams,Florida Atlantic Owls,4th String,,,,
LS,Special Teams,Florida Atlantic Owls,4th String,,,,
H,Special Teams,Florida Atlantic Owls,4th String,,,,
PR,Special Teams,Florida Atlantic Owls,4th String,,,,
KR,Special Teams,Florida Atlantic Owls,4th String,,,,
Reserves,Special Teams,Florida Atlantic Owls,4th String,,,,
RES,Special Teams,Florida Atlantic Owls,4th String,,,,
INJ,Special Teams,Florida Atlantic Owls,4th String,,,,
WR-X,Offense,Florida Atlantic Owls,5th String,,,,
WR-Z,Offense,Florida Atlantic Owls,5th String,,,,
WR-SL,Offense,Florida Atlantic Owls,5th String,,,,
LT,Offense,Florida Atlantic Owls,5th String,,,,
LG,Offense,Florida Atlantic Owls,5th String,,,,
C,Offense,Florida Atlantic Owls,5th String,,,,
RG,Offense,Florida Atlantic Owls,5th String,,,,
RT,Offense,Florida Atlantic Owls,5th String,,,,
TE,Offense,Florida Atlantic Owls,5th String,,,,
QB,Offense,Florida Atlantic Owls,5th String,,,,
RB,Offense,Florida Atlantic Owls,5th String,,,,
DE,Defense,Florida Atlantic Owls,5th String,,,,
NT,Defense,Florida Atlantic Owls,5th String,,,,
DT,Defense,Florida Atlantic Owls,5th String,,,,
RUSH,Defense,Florida Atlantic Owls,5th String,,,,
MLB,Defense,Florida Atlantic Owls,5th String,,,,
WLB,Defense,Florida Atlantic Owls,5th String,,,,
LCB,Defense,Florida Atlantic Owls,5th String,,,,
SS,Defense,Florida Atlantic Owls,5th String,,,,
FS,Defense,Florida Atlantic Owls,5th String,,,,
RCB,Defense,Florida Atlantic Owls,5th String,,,,
NB,Defense,Florida Atlantic Owls,5th String,,,,
PT,Special Teams,Florida Atlantic Owls,5th String,,,,
PK,Special Teams,Florida Atlantic Owls,5th String,,,,
KO,Special Teams,Florida Atlantic Owls,5th String,,,,
LS,Special Teams,Florida Atlantic Owls,5th String,,,,
H,Special Teams,Florida Atlantic Owls,5th String,,,,
PR,Special Teams,Florida Atlantic Owls,5th String,,,,
KR,Special Teams,Florida Atlantic Owls,5th String,,,,
Reserves,Special Teams,Florida Atlantic Owls,5th String,,,,
RES,Special Teams,Florida Atlantic Owls,5th String,,,,
INJ,Special Teams,Florida Atlantic Owls,5th String,,,,
WR-X,Offense,Memphis Tigers,1st String,3,Taylor,Roc,SR
WR-Z,Offense,Memphis Tigers,1st String,10,Drake,Koby,RS SR
WR-SL,Offense,Memphis Tigers,1st String,0,Blankumsee,Demeer,RS SR/TR
LT,Offense,Memphis Tigers,1st String,52,Nichols,Jaylen,GR/TR
LG,Offense,Memphis Tigers,1st String,71,Hill,Xavier,RS JR/TR
C,Offense,Memphis Tigers,1st String,54,Holler,Trent,RS SR/TR
RG,Offense,Memphis Tigers,1st String,65,Gambill,Jonah,RS SR
RT,Offense,Memphis Tigers,1st String,70,Lewis,Keydrell,SR/TR
TE,Offense,Memphis Tigers,1st String,82,Landphere,Anthony,RS SR/TR
QB,Offense,Memphis Tigers,1st String,9,Henigan,Seth,SR
RB,Offense,Memphis Tigers,1st String,2,Anderson,"Jr.,",Mario SR/TR
LDE,Defense,Memphis Tigers,1st String,8,Denis,Javon,GR/TR
NT,Defense,Memphis Tigers,1st String,50,Lucas,"Jr.,",Patrick RS SR/TR
RDE,Defense,Memphis Tigers,1st String,94,Whitlow,"Jr.,",William RS JR
WLB,Defense,Memphis Tigers,1st String,49,Hudson,Matt,SR/TR
MLB,Defense,Memphis Tigers,1st String,11,Martin,Chandler,RS JR/TR
SLB,Defense,Memphis Tigers,1st String,31,Herring,Elijah,JR/TR
LCB,Defense,Memphis Tigers,1st String,1,Ross,Davion,RS SR/TR
SS,Defense,Memphis Tigers,1st String,4,Coffey,An'Darius,RS SR
FS,Defense,Memphis Tigers,1st String,10,Watts,AJ,SR/TR
RCB,Defense,Memphis Tigers,1st String,7,Minor,Kobee,SR/TR
TIGER,Defense,Memphis Tigers,1st String,24,Rubin,Greg,SR
PT,Special Teams,Memphis Tigers,1st String,13,Sloan,Joshua,SR/TR
PK,Special Teams,Memphis Tigers,1st String,43,Costa,Caden,SR/TR
KO,Special Teams,Memphis Tigers,1st String,25,Vandenberg,Tristian,RS SR/TR
LS,Special Teams,Memphis Tigers,1st String,42,Cox,Colby,SR/TR
H,Special Teams,Memphis Tigers,1st String,13,Sloan,Joshua,SR/TR
PR,Special Teams,Memphis Tigers,1st String,10,Drake,Koby,RS SR
KR,Special Teams,Memphis Tigers,1st String,5,Smith,Sutton,JR
WR-X,Offense,Memphis Tigers,2nd String,4,Shorter,Jyaire,RS SR/TR
WR-Z,Offense,Memphis Tigers,2nd String,6,Bussey,Marcello,SR/TR
WR-SL,Offense,Memphis Tigers,2nd String,1,Banks,Ja'Koby,SO/TR
LT,Offense,Memphis Tigers,2nd String,61,Adams,Chris,RS JR/TR
LG,Offense,Memphis Tigers,2nd String,72,Breland,Malachi,RS FR
C,Offense,Memphis Tigers,2nd String,78,Gildehaus,Mitchell,RS SR
RG,Offense,Memphis Tigers,2nd String,74,McKenzie,Kyndall,RS SO
RT,Offense,Memphis Tigers,2nd String,68,Young,Jonathan,JR/TR
TE,Offense,Memphis Tigers,2nd String,86,Doyle,Brendan,RS JR/TR
QB,Offense,Memphis Tigers,2nd String,14,Boyd,Harris,RS FR
RB,Offense,Memphis Tigers,2nd String,5,Smith,Sutton,JR
LDE,Defense,Memphis Tigers,2nd String,92,Alobwede,Vic,SR/TR
NT,Defense,Memphis Tigers,2nd String,40,Spears,Keveion'ta,RS JR/TR
RDE,Defense,Memphis Tigers,2nd String,55,Jones,Adarious,RS SR/TR
WLB,Defense,Memphis Tigers,2nd String,48,Flaker,Jayden,JR/TR
MLB,Defense,Memphis Tigers,2nd String,17,Overton,Karmelo,RS FR
SLB,Defense,Memphis Tigers,2nd String,58,White,Braunson,RS JR
LCB,Defense,Memphis Tigers,2nd String,2,Barnett,Julian,RS SR/TR
SS,Defense,Memphis Tigers,2nd String,16,Grier,Jordan,SR/TR
FS,Defense,Memphis Tigers,2nd String,29,Denis,Jaidyn,SR/TR
RCB,Defense,Memphis Tigers,2nd String,5,Bell,DJ,RS SO
TIGER,Defense,Memphis Tigers,2nd String,44,Edmondson,Bryce,RS JR
PT,Special Teams,Memphis Tigers,2nd String,46,Gillis,Tanner,RS SR/TR
PK,Special Teams,Memphis Tigers,2nd String,25,Vandenberg,Tristian,RS SR/TR
KO,Special Teams,Memphis Tigers,2nd String,43,Costa,Caden,SR/TR
LS,Special Teams,Memphis Tigers,2nd String,40,Zarut,Jonathan,FR
H,Special Teams,Memphis Tigers,2nd String,46,Gillis,Tanner,RS SR/TR
PR,Special Teams,Memphis Tigers,2nd String,5,Smith,Sutton,JR
KR,Special Teams,Memphis Tigers,2nd String,13,Desrosiers,"Jr.,",Greg RS JR/TR
WR-X,Offense,Memphis Tigers,3rd String,,,,
WR-Z,Offense,Memphis Tigers,3rd String,,,,
WR-SL,Offense,Memphis Tigers,3rd String,19,Hawkins,Jamari,RS SO
LT,Offense,Memphis Tigers,3rd String,77,Peterson,Parker,RS FR
LG,Offense,Memphis Tigers,3rd String,,,,
C,Offense,Memphis Tigers,3rd String,,,,
RG,Offense,Memphis Tigers,3rd String,,,,
RT,Offense,Memphis Tigers,3rd String,66,McMillan,Calvin,RS JR/TR
TE,Offense,Memphis Tigers,3rd String,,,,
QB,Offense,Memphis Tigers,3rd String,,,,
RB,Offense,Memphis Tigers,3rd String,,,,
LDE,Defense,Memphis Tigers,3rd String,,,,
NT,Defense,Memphis Tigers,3rd String,35,Cole,Mond,JR/TR
RDE,Defense,Memphis Tigers,3rd String,12,Hamilton,Cormontae,RS SR/TR
WLB,Defense,Memphis Tigers,3rd String,45,Karhu,Brett,JR/TR
MLB,Defense,Memphis Tigers,3rd String,56,Mathena,Donovan,RS SO
SLB,Defense,Memphis Tigers,3rd String,,,,
LCB,Defense,Memphis Tigers,3rd String,3,Taylor,Tyrin,SR/TR
SS,Defense,Memphis Tigers,3rd String,,,,
FS,Defense,Memphis Tigers,3rd String,15,Miller,Cameron,RS SO/TR
RCB,Defense,Memphis Tigers,3rd String,,,,
TIGER,Defense,Memphis Tigers,3rd String,,,,
PT,Special Teams,Memphis Tigers,3rd String,,,,
PK,Special Teams,Memphis Tigers,3rd String,,,,
KO,Special Teams,Memphis Tigers,3rd String,,,,
LS,Special Teams,Memphis Tigers,3rd String,,,,
H,Special Teams,Memphis Tigers,3rd String,,,,
PR,Special Teams,Memphis Tigers,3rd String,1,Banks,Ja'Koby,SO/TR
KR,Special Teams,Memphis Tigers,3rd String,,,,
WR-X,Offense,Memphis Tigers,4th String,,,,
WR-Z,Offense,Memphis Tigers,4th String,,,,
WR-SL,Offense,Memphis Tigers,4th String,,,,
LT,Offense,Memphis Tigers,4th String,,,,
LG,Offense,Memphis Tigers,4th String,,,,
C,Offense,Memphis Tigers,4th String,,,,
RG,Offense,Memphis Tigers,4th String,,,,
RT,Offense,Memphis Tigers,4th String,,,,
TE,Offense,Memphis Tigers,4th String,,,,
QB,Offense,Memphis Tigers,4th String,,,,
RB,Offense,Memphis Tigers,4th String,,,,
LDE,Defense,Memphis Tigers,4th String,,,,
NT,Defense,Memphis Tigers,4th String,,,,
RDE,Defense,Memphis Tigers,4th String,,,,
WLB,Defense,Memphis Tigers,4th String,,,,
MLB,Defense,Memphis Tigers,4th String,,,,
SLB,Defense,Memphis Tigers,4th String,,,,
LCB,Defense,Memphis Tigers,4th String,,,,
SS,Defense,Memphis Tigers,4th String,,,,
FS,Defense,Memphis Tigers,4th String,,,,
RCB,Defense,Memphis Tigers,4th String,,,,
TIGER,Defense,Memphis Tigers,4th String,,,,
PT,Special Teams,Memphis Tigers,4th String,,,,
PK,Special Teams,Memphis Tigers,4th String,,,,
KO,Special Teams,Memphis Tigers,4th String,,,,
LS,Special Teams,Memphis Tigers,4th String,,,,
H,Special Teams,Memphis Tigers,4th String,,,,
PR,Special Teams,Memphis Tigers,4th String,,,,
KR,Special Teams,Memphis Tigers,4th String,,,,
WR-X,Offense,Memphis Tigers,5th String,,,,
WR-Z,Offense,Memphis Tigers,5th String,,,,
WR-SL,Offense,Memphis Tigers,5th String,,,,
LT,Offense,Memphis Tigers,5th String,,,,
LG,Offense,Memphis Tigers,5th String,,,,
C,Offense,Memphis Tigers,5th String,,,,
RG,Offense,Memphis Tigers,5th String,,,,
RT,Offense,Memphis Tigers,5th String,,,,
TE,Offense,Memphis Tigers,5th String,,,,
QB,Offense,Memphis Tigers,5th String,,,,
RB,Offense,Memphis Tigers,5th String,,,,
LDE,Defense,Memphis Tigers,5th String,,,,
NT,Defense,Memphis Tigers,5th String,,,,
RDE,Defense,Memphis Tigers,5th String,,,,
WLB,Defense,Memphis Tigers,5th String,,,,
MLB,Defense,Memphis Tigers,5th String,,,,
SLB,Defense,Memphis Tigers,5th String,,,,
LCB,Defense,Memphis Tigers,5th String,,,,
SS,Defense,Memphis Tigers,5th String,,,,
FS,Defense,Memphis Tigers,5th String,,,,
RCB,Defense,Memphis Tigers,5th String,,,,
TIGER,Defense,Memphis Tigers,5th String,,,,
PT,Special Teams,Memphis Tigers,5th String,,,,
PK,Special Teams,Memphis Tigers,5th String,,,,
KO,Special Teams,Memphis Tigers,5th String,,,,
LS,Special Teams,Memphis Tigers,5th String,,,,
H,Special Teams,Memphis Tigers,5th String,,,,
PR,Special Teams,Memphis Tigers,5th String,,,,
KR,Special Teams,Memphis Tigers,5th String,,,,
WR-X,Offense,Navy Midshipmen,1st String,89,Hutchison,Luke,SO
LT,Offense,Navy Midshipmen,1st String,68,McMahon,Connor,SR
LG,Offense,Navy Midshipmen,1st String,64,Purvis,Ben,JR
C,Offense,Navy Midshipmen,1st String,65,Self,Brent,SR
RG,Offense,Navy Midshipmen,1st String,69,Nichols,Cam,SO
RT,Offense,Navy Midshipmen,1st String,62,Bouton,Javan,SR
TE,Offense,Navy Midshipmen,1st String,88,Scully,Thomas,SR
QB,Offense,Navy Midshipmen,1st String,11,Horvath,Blake,JR
SB-A,Offense,Navy Midshipmen,1st String,24,Chatman,Brandon,JR
SB-Z,Offense,Navy Midshipmen,1st String,22,Heidenreich,Eli,JR
FB,Offense,Navy Midshipmen,1st String,46,Tecza,Alex,JR
DE,Defense,Navy Midshipmen,1st String,94,Reed,Justin,SR
NT,Defense,Navy Midshipmen,1st String,96,Robinson,Landon,JR
DT,Defense,Navy Midshipmen,1st String,98,Whiteside,Kendall,JR
RAID,Defense,Navy Midshipmen,1st String,35,Pirris,Luke,JR
MLB,Defense,Navy Midshipmen,1st String,43,Jacob,Kyle,SR
WLB,Defense,Navy Midshipmen,1st String,44,Ramos,Colin,SR
STRIK,Defense,Navy Midshipmen,1st String,14,Campbell,Jaxson,JR
FCB,Defense,Navy Midshipmen,1st String,3,Oniha,Ira,SO
BAN,Defense,Navy Midshipmen,1st String,7,Williams,"Jr.,",Mbiti SR
FS,Defense,Navy Midshipmen,1st String,18,Lane,"III,",Rayuan SR
BCB,Defense,Navy Midshipmen,1st String,1,Peele,Dashaun,SR
PT,Special Teams,Navy Midshipmen,1st String,90,Riethman,Riley,SR
PK,Special Teams,Navy Midshipmen,1st String,17,Kirkwood,Nathan,JR
KO,Special Teams,Navy Midshipmen,1st String,11,Carlson,Jacob,FR
LS,Special Teams,Navy Midshipmen,1st String,92,Fry,Rayne,SO
H,Special Teams,Navy Midshipmen,1st String,90,Riethman,Riley,SR
PR,Special Teams,Navy Midshipmen,1st String,22,Heidenreich,Eli,JR
KR,Special Teams,Navy Midshipmen,1st String,25,Bryant,Isaiah,SO
WR-X,Offense,Navy Midshipmen,2nd String,82,Kent,Nathan,JR
LT,Offense,Navy Midshipmen,2nd String,74,Hooper,Caden,SO
LG,Offense,Navy Midshipmen,2nd String,72,Crawford,Greyson,JR
C,Offense,Navy Midshipmen,2nd String,69,Nichols,Cam,SO
RG,Offense,Navy Midshipmen,2nd String,79,Smith,"II,",Hoke SO
RT,Offense,Navy Midshipmen,2nd String,66,Cummings,Trey,SR
TE,Offense,Navy Midshipmen,2nd String,85,Norris,Jake,SO
QB,Offense,Navy Midshipmen,2nd String,5,Woodson,Braxton,SO
SB-A,Offense,Navy Midshipmen,2nd String,28,Hassan,Amin,SR
SB-Z,Offense,Navy Midshipmen,2nd String,25,Bryant,Isaiah,SO
FB,Offense,Navy Midshipmen,2nd String,45,Fofana,Daba,SR
DE,Defense,Navy Midshipmen,2nd String,91,LaFond,Chreign,JR
NT,Defense,Navy Midshipmen,2nd String,95,Willis,Griffen,SO
DT,Defense,Navy Midshipmen,2nd String,99,Narayan,Tyler,JR
RAID,Defense,Navy Midshipmen,2nd String,57,Spelios,Dylan,JR
MLB,Defense,Navy Midshipmen,2nd String,53,Bleazard,Marcus,SO
WLB,Defense,Navy Midshipmen,2nd String,59,Oatsvall,Elijah,JR
STRIK,Defense,Navy Midshipmen,2nd String,0,McShan,Kenneth,JR
FCB,Defense,Navy Midshipmen,2nd String,8,Johnson,"II,",Greg SO
BAN,Defense,Navy Midshipmen,2nd String,16,Sessi,Giuseppe,SO
FS,Defense,Navy Midshipmen,2nd String,5,Seliga,Matthew,SO
BCB,Defense,Navy Midshipmen,2nd String,8,Johnson,"II,",Greg SO
